,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you know local or online resources to seek help for a mental health disorder?,Do you have previous employers?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s),Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you bring up a mental health issue with a potential employer in an interview?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,Do you work remotely?,Back-end Developer,Front-end Developer,DevOps/SysAdmin,Dev Evangelist/Advocate,Working in America,Living in America,Believed Mental Conditions,Male,Female,Other,Mental Condition
612,0,6,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,34.0,1,1,0,0,0,1,1,0,1,0,0,1
613,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,1,1,1,1,1,44.0,0,1,0,1,0,0,0,0,1,0,0,1
616,0,2,1,1,1,1,1,1,3,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,4,1,0,1,1,1,1,1,31.0,1,0,1,0,0,1,1,0,1,0,0,1
620,0,2,1,1,1,0,1,1,4,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,4,0,0,1,1,1,1,1,29.0,1,1,0,0,0,1,1,0,1,0,0,1
621,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,27.0,1,1,1,0,0,1,1,0,1,0,0,0
622,0,6,0,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,1,1,29.0,0,0,0,1,0,1,1,0,1,0,0,1
625,0,2,0,1,1,0,0,0,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,27.0,0,1,1,0,0,0,0,1,1,0,0,1
626,0,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,1,0,0,0,0,1,1,29.0,0,0,0,1,0,0,0,0,1,0,0,1
627,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,29.0,0,1,0,0,0,0,0,0,1,0,0,0
629,0,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,3,0,0,1,1,1,0,0,26.0,2,1,1,0,0,1,1,0,0,1,0,1
630,0,2,1,1,1,0,1,1,4,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,3,1,0,1,1,1,1,1,26.0,1,1,1,1,0,0,0,0,1,0,0,1
634,0,2,1,1,1,1,0,0,4,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,22.0,1,1,0,0,0,1,1,0,1,0,0,0
635,0,4,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,1,1,1,1,1,33.0,1,1,0,1,0,1,1,0,1,0,0,1
637,0,3,1,1,1,1,0,0,3,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,4,1,0,1,1,1,1,1,32.0,0,1,0,0,0,0,0,0,1,0,0,1
640,0,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,1,27.0,0,1,0,1,0,0,0,0,1,0,0,0
641,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,34.0,2,1,0,0,0,0,0,0,1,0,0,0
642,0,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,3,0,0,1,1,1,1,1,26.0,1,0,0,1,0,1,1,0,1,0,0,1
644,0,6,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,1,1,1,1,39.0,1,1,1,0,0,0,0,1,1,0,0,1
645,0,3,1,1,1,0,1,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,1,32.0,0,1,0,0,0,1,1,1,1,0,0,1
648,0,5,1,1,1,0,1,1,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,33.0,0,1,0,1,1,0,0,1,0,0,1,1
649,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,58.0,1,1,0,0,0,1,1,0,1,0,0,0
650,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,3,1,1,0,0,0,1,1,30.0,0,0,1,0,0,0,0,0,1,0,0,1
652,0,6,0,1,1,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,45.0,1,0,1,0,0,1,1,0,1,0,0,1
653,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,26.0,1,0,1,0,0,0,0,0,0,1,0,1
654,0,4,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,22.0,0,0,0,1,0,1,1,0,1,0,0,1
655,0,2,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,4,0,0,1,1,1,0,0,21.0,1,1,0,0,0,1,1,0,1,0,0,1
656,0,6,1,1,1,0,1,1,3,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,3,0,0,1,1,1,1,1,33.6880650994575,1,1,0,0,0,0,0,1,1,0,0,1
657,0,5,0,1,1,0,1,1,2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,34.0,1,0,0,0,0,1,1,0,1,0,0,0
658,0,3,1,1,1,0,1,0,4,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,25.0,1,1,0,0,0,1,1,0,0,1,0,0
660,0,3,1,1,1,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,25.0,0,1,0,0,0,1,1,0,0,1,0,1
661,0,5,1,1,1,1,1,1,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,3,0,0,1,1,1,1,1,33.0,1,0,1,0,0,0,0,1,1,0,0,1
664,0,2,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,3,0,0,1,1,1,0,1,26.0,0,1,0,0,0,0,0,1,1,0,0,1
665,0,2,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,3,0,0,1,1,1,0,0,34.0,0,1,0,0,0,1,1,1,1,0,0,1
666,0,3,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,4,1,1,1,1,1,1,1,34.0,1,1,1,0,0,1,1,0,1,0,0,1
667,0,6,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,0,1,1,1,1,1,25.0,1,1,1,0,0,1,1,0,1,0,0,1
669,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,27.0,1,0,1,0,0,0,0,0,0,1,0,1
670,0,3,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,3,1,1,0,0,0,0,1,24.0,0,0,1,0,0,0,0,0,0,1,0,0
671,0,6,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,3,0,0,1,1,1,1,1,47.0,1,0,0,1,0,1,1,0,0,1,0,1
672,0,3,1,1,1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,37.0,1,1,0,1,0,1,1,0,1,0,0,0
673,0,6,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,3,1,1,1,1,1,1,1,35.0,1,1,1,1,0,1,1,0,0,0,1,1
674,0,4,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,30.0,2,0,0,0,0,1,1,0,1,0,0,1
675,0,6,0,1,1,0,1,1,3,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,3,1,1,0,0,0,0,0,42.0,0,1,1,0,1,1,1,0,1,0,0,0
677,0,4,1,1,1,0,0,1,4,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,3,0,0,1,1,1,0,0,31.0,2,1,0,0,0,1,1,1,1,0,0,1
678,0,4,1,1,1,0,1,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,4,1,0,1,1,1,1,0,28.0,2,1,1,0,0,1,1,1,0,1,0,1
681,0,3,0,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,0,0,1,1,1,1,1,32.0,1,0,1,0,0,0,0,1,1,0,0,1
683,0,4,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,41.0,0,0,1,0,0,1,1,1,0,1,0,1
684,0,3,0,1,1,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,36.0,1,0,0,0,0,0,0,0,1,0,0,0
685,0,3,1,1,1,1,1,1,2,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,4,0,0,1,1,1,1,1,23.0,1,1,0,0,0,1,1,0,1,0,0,1
687,0,3,0,1,1,0,1,1,2,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,34.0,0,0,0,0,0,1,1,0,0,1,0,0
688,0,2,1,1,1,0,0,0,4,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,0,36.0,0,1,0,1,0,0,0,0,1,0,0,0
689,0,1,1,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,4,1,1,1,1,1,0,0,27.0,0,0,1,0,0,1,1,0,1,0,0,1
691,0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,21.0,0,1,1,1,0,0,0,1,1,0,0,1
693,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,33.0,2,1,0,0,0,1,1,0,1,0,0,1
695,0,6,1,1,1,0,1,1,2,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,3,1,1,1,1,1,0,0,38.0,1,0,0,1,0,0,0,0,1,0,0,1
699,0,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,2,1,1,1,1,1,0,0,27.0,0,0,1,0,0,0,0,0,0,1,0,1
701,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,1,1,1,1,1,66.0,1,0,1,0,0,1,1,0,1,0,0,1
702,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,0,1,25.0,1,1,0,1,0,1,1,1,1,0,0,1
703,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,22.0,0,1,1,1,0,0,0,0,1,0,0,0
704,0,3,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0,1,0,1,0,0,0,0,0,1,0,0,0
706,0,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,27.0,0,1,1,1,0,0,0,0,1,0,0,0
707,0,2,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,44.0,1,0,1,0,0,1,1,1,1,0,0,1
709,0,2,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,32.0,2,0,1,0,0,1,1,0,1,0,0,0
710,0,5,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,1,1,0,0,1,0,0
714,0,6,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41.0,0,0,1,0,0,0,0,0,1,0,0,0
715,0,1,1,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,1,1,1,1,1,38.0,2,1,1,0,0,1,1,0,0,1,0,1
717,0,6,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,1,0,1,1,1,1,1,43.0,0,0,0,0,0,0,0,0,1,0,0,1
720,0,4,1,1,1,0,1,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,25.0,0,1,1,0,0,1,1,0,0,1,0,0
725,0,6,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,37.0,1,0,1,0,0,1,1,0,1,0,0,1
729,0,6,0,1,1,1,1,1,2,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,32.0,0,0,0,0,0,1,1,0,1,0,0,1
730,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,28.0,2,0,1,0,0,0,0,1,1,0,0,1
731,0,6,0,1,1,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,2,0,0,1,1,1,1,1,28.0,0,1,0,0,0,0,0,0,1,0,0,1
732,0,6,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,29.0,0,1,0,0,0,1,1,0,1,0,0,1
737,0,5,1,1,1,0,1,1,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,1,1,0,0,35.0,2,0,1,0,0,0,0,1,1,0,0,1
738,0,6,0,1,1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4,1,0,1,1,0,0,0,31.0,1,1,0,0,0,0,0,0,1,0,0,0
740,0,6,1,1,1,1,1,1,3,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,3,1,0,0,0,0,0,0,37.0,2,0,1,0,0,0,0,0,1,0,0,0
742,0,3,1,1,1,1,0,0,4,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,4,0,0,1,1,1,1,1,39.0,1,0,1,0,0,1,1,0,0,1,0,1
744,0,4,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,3,1,1,1,1,1,1,1,29.0,2,1,0,0,0,1,1,0,0,1,0,1
745,0,6,1,1,1,0,0,1,4,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,3,0,0,1,1,1,0,1,63.0,1,1,0,0,0,1,1,0,1,0,0,1
750,0,6,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,28.0,0,0,0,0,0,0,0,0,0,0,1,1
754,0,2,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,19.0,2,1,1,0,0,0,0,0,1,0,0,0
756,0,6,0,1,1,1,1,1,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,49.0,1,0,0,0,0,1,1,0,0,1,0,1
757,0,2,1,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,27.0,1,0,1,0,0,0,0,0,0,1,0,0
758,0,6,0,1,1,1,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,3,1,0,1,1,1,1,1,39.0,0,0,0,0,0,1,1,0,1,0,0,1
759,0,6,0,1,1,0,1,1,2,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,4,0,0,0,0,0,1,1,35.0,0,0,0,0,0,0,0,0,1,0,0,1
760,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,0,0,35.0,1,1,1,0,1,1,1,1,1,0,0,1
763,0,4,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,3,1,0,1,1,0,1,1,31.0,1,1,0,0,0,1,1,0,0,1,0,1
765,0,4,1,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,39.0,1,1,1,1,0,1,1,0,1,0,0,1
770,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,29.0,1,1,0,0,0,1,1,0,1,0,0,1
771,0,2,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,20.0,2,1,0,0,0,1,1,0,1,0,0,1
773,0,5,1,1,1,0,1,1,4,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,4,0,0,0,0,0,1,1,33.0,0,1,1,0,1,0,0,0,0,0,1,1
776,0,4,1,1,1,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,1,1,1,1,1,31.0,1,0,0,1,0,1,1,0,1,0,0,1
779,0,6,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,44.0,0,0,0,0,0,1,1,1,0,1,0,1
780,0,1,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,23.0,1,0,1,0,0,1,1,0,0,1,0,1
781,0,6,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,46.0,0,0,0,0,0,1,1,0,1,0,0,0
782,0,4,1,1,1,1,0,0,4,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,3,1,0,1,1,1,1,1,33.0,2,0,1,0,0,1,1,0,0,1,0,1
785,0,2,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,1,1,1,0,1,26.0,1,1,0,0,0,1,1,0,1,0,0,1
787,0,6,1,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,28.0,1,1,0,0,0,1,1,0,1,0,0,0
790,0,6,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,30.0,1,1,0,0,0,1,1,0,1,0,0,0
791,0,2,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,28.0,1,0,1,0,0,1,1,1,0,1,0,1
793,0,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,29.0,1,1,0,0,0,1,1,1,1,0,0,1
794,0,3,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,33.0,1,1,0,0,0,1,1,1,1,0,0,1
796,0,4,1,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,28.0,2,1,1,1,1,0,0,1,1,0,0,1
798,0,4,1,1,1,0,0,0,2,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,4,0,0,1,1,1,1,1,38.0,2,0,0,0,1,1,1,0,1,0,0,1
799,0,2,0,1,1,1,0,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,3,1,1,0,0,0,1,1,30.0,1,0,0,1,0,1,1,1,1,0,0,1
804,0,4,1,1,1,1,1,1,3,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,3,1,1,1,1,1,1,1,37.0,2,0,1,0,0,1,1,1,1,0,0,1
805,0,6,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,1,0,0,1,33.0,1,1,0,0,0,1,1,0,1,0,0,0
806,0,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,21.0,0,0,1,0,0,0,0,0,1,0,0,0
807,0,3,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,3,1,1,1,1,1,1,1,25.0,1,1,1,1,1,1,1,0,1,0,0,1
809,0,4,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1,1,1,40.0,2,1,0,0,0,1,1,0,1,0,0,1
810,0,4,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,1,1,1,1,1,30.0,1,0,1,0,0,0,0,1,0,1,0,1
812,0,1,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,4,0,0,0,0,0,0,0,25.0,0,1,1,0,0,0,0,0,1,0,0,0
813,0,6,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,38.0,1,1,0,1,0,0,0,0,1,0,0,0
814,0,4,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,1,1,0,1,24.0,0,0,0,0,0,0,0,1,1,0,0,1
815,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,23.0,0,1,0,0,0,0,0,0,1,0,0,0
817,0,2,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,26.0,1,1,1,0,0,1,1,0,1,0,0,0
818,0,6,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,1,0,0,0
819,0,2,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,1,1,1,0,0,30.0,2,1,1,0,0,0,0,1,1,0,0,1
821,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,40.0,1,1,1,0,0,0,0,1,1,0,0,1
822,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,3,0,0,1,1,1,0,1,33.0,0,0,1,1,0,0,0,0,0,1,0,1
824,0,2,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,1,0,0,0,0,22.0,0,1,1,1,1,0,0,0,1,0,0,0
825,0,4,1,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,1,1,1,1,28.0,2,1,0,0,0,1,1,0,1,0,0,1
829,0,2,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,37.0,1,1,0,1,0,1,1,0,1,0,0,0
830,0,5,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1,1,1,1,1,41.0,0,0,1,0,0,0,0,0,0,1,0,1
831,0,6,1,1,1,0,0,0,3,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,3,0,0,1,1,1,1,0,30.0,1,1,0,0,0,1,1,0,0,1,0,1
833,0,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,52.0,1,1,1,0,0,1,1,0,1,0,0,0
834,0,3,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,30.0,2,1,0,0,0,1,0,0,1,0,0,0
835,0,5,1,1,1,1,0,0,2,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,4,0,0,1,1,1,0,1,35.0,1,0,1,0,0,1,1,0,1,0,0,1
837,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,0,39.0,1,1,0,0,0,1,1,0,1,0,0,0
841,0,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,0,1,1,1,0,0,43.0,0,1,0,0,0,0,0,1,1,0,0,1
842,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,39.0,1,1,1,0,1,1,1,0,1,0,0,0
844,0,3,1,1,1,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,4,0,0,1,1,1,1,1,34.0,1,1,1,0,0,1,1,0,1,0,0,1
845,0,6,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,38.0,1,1,0,0,0,0,0,0,1,0,0,0
847,0,2,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,0,0,24.0,1,1,0,0,0,0,0,0,1,0,0,1
848,0,6,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,1,1,1,1,1,27.0,1,1,1,0,0,1,1,0,0,1,0,1
851,0,6,0,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3,1,0,1,1,1,0,0,33.0,1,1,1,1,1,0,0,0,1,0,0,1
852,0,3,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,3,1,0,0,0,0,1,1,34.0,1,0,0,0,0,1,1,0,1,0,0,1
855,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,1,1,1,1,50.0,1,0,0,1,0,1,1,0,1,0,0,1
858,0,2,1,1,1,0,0,1,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,39.0,1,0,1,0,0,0,0,0,1,0,0,0
859,0,2,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,36.0,1,1,1,0,0,1,1,0,1,0,0,0
